Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
OrderPaymentAllocation,allocationRuleVersion,allocationRuleVersion,6,Int,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
OrderPaymentAllocation,createdAt,createdAt,7,DateTime,YES,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,待切片细化,综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,id,id,1,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,orderId,orderId,2,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,channel,channel=WECHAT_PAY,3,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,amount,amount,4,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,outTradeNo,outTradeNo,5,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,wechatTransactionId,wechatTransactionId?,6,String/UUID,NO,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,status,status,7,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,notifyVerifiedAt,notifyVerifiedAt?,8,DateTime,NO,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,paidAt,paidAt?,9,DateTime,NO,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,closedAt,closedAt?,10,DateTime,NO,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
PaymentTransaction,idempotencyKey,idempotencyKey,11,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-024,P0-056,P0-093",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,id,id,1,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,orderId,orderId,2,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,orderItemId,orderItemId,3,String/UUID,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,refundNo,refundNo,4,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,welfareCardRefundAmount,welfareCardRefundAmount,5,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,cashRefundAmount,cashRefundAmount,6,Int(分),YES,整数分,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,originalPaymentTransactionId,originalPaymentTransactionId?,7,String/UUID,NO,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,wechatRefundNo,wechatRefundNo?,8,String,NO,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,status,status,9,Enum/String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,notifyVerifiedAt,notifyVerifiedAt?,10,DateTime,NO,ISO-8601+明确时区,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
RefundTransaction,idempotencyKey,idempotencyKey,11,String,YES,待M阶段冻结,FINANCIAL,公司财务与必要业务职能；供应商仅本供应商结算视图,消费者响应仅返回自身交易白名单字段,DTO白名单；长度/枚举/归属/状态校验；禁止信任客户端派生值,追加/版本/快照，不覆盖已生效历史,M3,"P0-026,P0-058,P0-096",综合方案§13核心数据模型,DRAFT_FROM_SCHEME
InventoryBalance,id,id,1,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,skuId,skuId,2,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-resolved active Sku; unique exactly once,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,availableQty,availableQty,3,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,non-negative; transactional invariant; no lost update,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,reservedQty,reservedQty,4,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,non-negative; transactional invariant; no lost update,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,soldQty,soldQty,5,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,non-negative; transactional invariant; no lost update,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,version,version,6,Int,YES,positive monotonic integer,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,optimistic lock; increment exactly once per successful write,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryBalance,updatedAt,updatedAt,7,DateTime,YES,UTC ISO-8601,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO whitelist; length/enum/ownership/state validation; client-derived ownership rejected,按实体version或审计日志保留变更证据,M2,"P0-023,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,id,id,1,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,supplierId,supplierId,2,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,derived from authenticated server session; client value rejected,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,skuId,skuId,3,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,type,type,4,Enum<InventoryChangeType>,YES,INCREASE|DECREASE|STOCKTAKE_GAIN|STOCKTAKE_LOSS|DAMAGE|RESERVE|RELEASE|CONFIRM_SALE,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,quantityDelta,quantityDelta,5,Int,YES,signed non-zero integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,beforeQty,beforeQty,6,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
InventoryChangeLog,afterQty,afterQty,7,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,append-only; before/after arithmetic and idempotent reference must reconcile,追加/版本/快照，不覆盖已生效历史,M2,P0-063,综合方案§13核心数据模型,FROZEN_M2_000
